timestamp,bar_offset,open,high,low,close,atr,ema20,ema50,highest_since_entry,base_stop,tp1_price_theoretical,tp2_price_theoretical,tp1_hit_theoretical,tp2_hit_theoretical,break_even_floor,trail_raw,runner_stop_theoretical,lifecycle_entry_time
2025-09-16 16:00:00+00:00,3,115905.88,116870.76,115608.28,116800.12,832.9189809379312,115512.06314173121,114547.08047160033,116870.76,114590.62152859311,117089.37847140689,118838.50833137655,False,False,114590.62152859311,114996.69229288965,114996.69229288965,2025-09-16 04:00:00+00:00
2025-09-16 20:00:00+00:00,4,116800.13,116964.27,116584.45,116788.96,800.5547680137937,115633.67236632825,114634.9973158513,116964.27,114639.1678479793,117040.8321520207,118721.99716484966,False,False,114639.1678479793,115163.02177196897,115163.02177196897,2025-09-16 04:00:00+00:00
2025-09-17 00:00:00+00:00,5,116788.96,117077.16,116371.81,116372.04,793.7544274413804,115703.9930933446,114703.11663679831,117077.16,114649.36835883794,117030.63164116206,118697.51593878897,True,False,115995.52772137207,115291.21253825689,115995.52772137207,2025-09-16 04:00:00+00:00
2025-09-17 04:00:00+00:00,6,116372.05,117286.73,116160.22,117162.48,817.5226826241385,115842.89660826417,114799.56225888466,117286.73,114613.71597606379,117066.28402393621,118783.08165744689,True,False,115996.7161341312,115447.30396409568,115996.7161341312,2025-09-16 04:00:00+00:00
2025-09-17 08:00:00+00:00,7,117162.48,117189.86,116253.27,116258.13,826.0274910081284,115882.44264557234,114856.76099383036,117286.73,114600.95876348781,117079.04123651219,118813.69896762926,True,False,115997.1413745504,115428.16814523171,115997.1413745504,2025-09-16 04:00:00+00:00
2025-09-17 12:00:00+00:00,8,116258.12,116516.93,115432.0,115875.32,844.5205273646902,115881.76429837498,114896.7044842684,117286.73,114573.21920895297,117106.78079104703,118880.27389851288,True,False,115998.06602636824,115386.55881342944,115998.06602636824,2025-09-16 04:00:00+00:00
2025-10-08 08:00:00+00:00,0,121597.05,123200.0,121524.01,122884.14,1313.3376130701836,122626.98415369156,120657.06318404916,123200.0,120914.13358039473,124854.14641960527,127612.15540705266,False,False,120914.13358039473,120244.99037059209,120914.13358039473,2025-10-08 08:00:00+00:00
2025-10-08 12:00:00+00:00,1,122884.14,123350.0,121649.68,122189.72,1340.9792121365995,122585.33994857807,120717.16737290997,123350.0,120872.6711817951,124895.6088182049,127711.66516369175,False,False,120872.6711817951,120332.79677269266,120872.6711817951,2025-10-08 08:00:00+00:00
2025-10-08 16:00:00+00:00,2,122189.72,124197.25,122110.08,123450.0,1394.2785541268422,122667.68852490396,120824.33727985468,124197.25,120792.72216880973,124975.55783119026,127903.54279485664,False,False,120792.72216880973,121060.12325321461,121060.12325321461,2025-10-08 08:00:00+00:00
2025-10-08 20:00:00+00:00,3,123450.01,123737.0,122794.4,123306.0,1362.0158002606397,122728.48009396072,120921.65738652703,124197.25,120841.11629960904,124927.16370039096,127787.39688093831,False,False,120841.11629960904,121132.71444941356,121132.71444941356,2025-10-08 08:00:00+00:00
2025-10-09 00:00:00+00:00,4,123306.01,123348.32,121475.98,122038.01,1398.467528813452,122662.72103739303,120965.43592038871,124197.25,120786.43870677982,124981.84129322018,127918.62310372843,False,False,120786.43870677982,121050.69806016973,121050.69806016973,2025-10-08 08:00:00+00:00
2025-10-09 04:00:00+00:00,5,122038.01,122264.0,121724.71,121906.1,1337.0977053267766,122590.66189097465,121002.32470782445,124197.25,120878.49344200983,124889.78655799017,127697.6917391764,False,False,120878.49344200983,121188.78016301476,121188.78016301476,2025-10-08 08:00:00+00:00
2025-10-09 08:00:00+00:00,6,121906.09,122833.02,121145.49,122737.57,1362.1285835177212,122604.65313945325,121070.37354281174,124197.25,120840.94712472342,124927.33287527658,127787.8029006638,False,False,120840.94712472342,121132.46068708513,121132.46068708513,2025-10-08 08:00:00+00:00
