scope,trade_tag,exit_mechanism_label,count,share_of_tag,avg_duration_bars,median_duration_bars,fast_exit_count_le_8_bars,medium_hold_count_9_to_24_bars,long_hold_count_gt_24_bars,tp1_occurred_count,tp2_occurred_count,trailing_stop_proxy_count,stop_hit_proxy_count,trend_fail_count,add_on_interaction_count,exact_close_event_count,proxy_or_unmatched_count,notes
DOGEUSDT,Short1,short_tp1_partial_close,5,0.14705882352941177,8.8,5.0,3,2,0,5,0,5,0,0,0,5,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
DOGEUSDT,Short1,short_trend_fail_close,5,0.14705882352941177,6.8,4.0,3,2,0,0,0,4,0,5,0,5,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
DOGEUSDT,Short1,stop_hit_proxy:short_base_stop,2,0.058823529411764705,2.5,2.5,2,0,0,0,0,0,2,0,0,0,2,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
DOTUSDT,Short1,short_tp1_partial_close,22,0.3235294117647059,6.636363636363637,5.0,15,7,0,22,1,22,0,0,0,22,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
DOTUSDT,Short1,stop_hit_proxy:short_trailing_stop,15,0.22058823529411764,10.0,9.0,6,9,0,6,0,15,15,0,0,0,15,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
DOTUSDT,Short1,stop_hit_proxy:short_base_stop,10,0.14705882352941177,5.3,5.0,9,1,0,0,0,0,10,0,0,0,10,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
DOTUSDT,Short1,short_tp2_close,9,0.1323529411764706,13.444444444444445,14.0,2,7,0,9,9,9,0,0,0,9,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
DOTUSDT,Short1,stop_hit_proxy:short_breakeven_floor_stop,7,0.10294117647058823,12.714285714285714,13.0,0,7,0,7,0,0,7,0,0,0,7,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
DOTUSDT,Short1,short_trend_fail_close,5,0.07352941176470588,2.2,1.0,5,0,0,0,0,1,0,5,0,5,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
ETCUSDT,Short1,short_tp1_partial_close,10,0.35714285714285715,7.7,7.5,5,5,0,10,1,10,0,0,0,10,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
ETCUSDT,Short1,stop_hit_proxy:short_base_stop,10,0.35714285714285715,4.0,3.0,9,1,0,0,0,0,10,0,0,0,10,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
ETCUSDT,Short1,stop_hit_proxy:short_breakeven_floor_stop,3,0.10714285714285714,6.0,5.0,3,0,0,3,0,0,3,0,0,0,3,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
ETCUSDT,Short1,short_tp2_close,2,0.07142857142857142,13.5,13.5,0,2,0,2,2,2,0,0,0,2,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
ETCUSDT,Short1,stop_hit_proxy:short_trailing_stop,2,0.07142857142857142,14.5,14.5,0,2,0,2,0,2,2,0,0,0,2,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
ETCUSDT,Short1,short_trend_fail_close,1,0.03571428571428571,9.0,9.0,0,1,0,0,0,1,0,1,0,1,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
ETHUSDT,Short1,short_tp1_partial_close,1,0.3333333333333333,15.0,15.0,0,1,0,1,0,1,0,0,0,1,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
ETHUSDT,Short1,short_tp2_close,1,0.3333333333333333,21.0,21.0,0,1,0,1,1,1,0,0,0,1,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
ETHUSDT,Short1,stop_hit_proxy:short_trailing_stop,1,0.3333333333333333,6.0,6.0,1,0,0,0,0,1,1,0,0,0,1,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
FILUSDT,Short1,stop_hit_proxy:short_base_stop,17,0.26153846153846155,5.294117647058823,4.0,14,3,0,0,0,0,17,0,0,0,17,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
FILUSDT,Short1,stop_hit_proxy:short_trailing_stop,17,0.26153846153846155,8.352941176470589,10.0,8,9,0,3,0,17,17,0,0,0,17,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
FILUSDT,Short1,short_tp1_partial_close,16,0.24615384615384617,6.5,5.0,13,3,0,16,1,16,0,0,0,16,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
FILUSDT,Short1,short_tp2_close,8,0.12307692307692308,17.625,19.0,1,6,1,8,8,8,0,0,0,8,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
FILUSDT,Short1,short_trend_fail_close,5,0.07692307692307693,7.8,5.0,4,1,0,0,0,2,0,5,0,5,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
FILUSDT,Short1,stop_hit_proxy:short_breakeven_floor_stop,2,0.03076923076923077,7.0,7.0,2,0,0,2,0,0,2,0,0,0,2,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LINKUSDT,Short1,short_tp1_partial_close,3,0.25,5.0,5.0,3,0,0,3,0,3,0,0,0,3,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LINKUSDT,Short1,short_tp2_close,2,0.16666666666666666,8.0,8.0,1,1,0,2,2,2,0,0,0,2,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LINKUSDT,Short1,short_trend_fail_close,2,0.16666666666666666,8.0,8.0,1,1,0,0,0,1,0,2,0,2,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LINKUSDT,Short1,stop_hit_proxy:short_base_stop,2,0.16666666666666666,2.0,2.0,2,0,0,0,0,0,2,0,0,0,2,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LINKUSDT,Short1,stop_hit_proxy:short_trailing_stop,2,0.16666666666666666,11.0,11.0,0,2,0,0,0,2,2,0,0,0,2,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LINKUSDT,Short1,stop_hit_proxy:short_breakeven_floor_stop,1,0.08333333333333333,9.0,9.0,0,1,0,1,0,0,1,0,0,0,1,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LTCUSDT,Short1,stop_hit_proxy:short_trailing_stop,12,0.48,8.583333333333334,8.0,7,5,0,1,0,12,12,0,0,0,12,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LTCUSDT,Short1,stop_hit_proxy:short_base_stop,5,0.2,5.6,7.0,5,0,0,0,0,0,5,0,0,0,5,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LTCUSDT,Short1,short_tp1_partial_close,4,0.16,7.25,6.0,3,1,0,4,0,4,0,0,0,4,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LTCUSDT,Short1,short_trend_fail_close,3,0.12,3.3333333333333335,4.0,3,0,0,0,0,2,0,3,0,3,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
LTCUSDT,Short1,short_tp2_close,1,0.04,14.0,14.0,0,1,0,1,1,1,0,0,0,1,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
NEARUSDT,Short1,short_tp1_partial_close,12,0.35294117647058826,5.916666666666667,5.5,10,2,0,12,2,12,0,0,0,12,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
NEARUSDT,Short1,stop_hit_proxy:short_trailing_stop,7,0.20588235294117646,10.0,8.0,4,3,0,3,0,7,7,0,0,0,7,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
NEARUSDT,Short1,stop_hit_proxy:short_base_stop,5,0.14705882352941177,5.0,3.0,4,1,0,0,0,0,5,0,0,0,5,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
NEARUSDT,Short1,short_tp2_close,4,0.11764705882352941,13.5,12.0,0,4,0,4,4,4,0,0,0,4,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
NEARUSDT,Short1,stop_hit_proxy:short_breakeven_floor_stop,4,0.11764705882352941,8.25,9.0,1,3,0,4,0,0,4,0,0,0,4,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
NEARUSDT,Short1,short_trend_fail_close,2,0.058823529411764705,7.0,7.0,2,0,0,0,0,1,0,2,0,2,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
SOLUSDT,Short1,short_tp1_partial_close,4,0.2857142857142857,8.0,9.0,2,2,0,4,1,4,0,0,0,4,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
SOLUSDT,Short1,stop_hit_proxy:short_base_stop,3,0.21428571428571427,4.333333333333333,4.0,3,0,0,0,0,0,3,0,0,0,3,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
SOLUSDT,Short1,stop_hit_proxy:short_trailing_stop,3,0.21428571428571427,6.666666666666667,6.0,2,1,0,1,0,3,3,0,0,0,3,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
SOLUSDT,Short1,short_trend_fail_close,2,0.14285714285714285,4.0,4.0,2,0,0,0,0,0,0,2,0,2,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
SOLUSDT,Short1,short_tp2_close,1,0.07142857142857142,7.0,7.0,1,0,0,1,1,1,0,0,0,1,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
SOLUSDT,Short1,stop_hit_proxy:short_breakeven_floor_stop,1,0.07142857142857142,13.0,13.0,0,1,0,1,0,0,1,0,0,0,1,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
TRXUSDT,Short1,short_tp1_partial_close,5,0.7142857142857143,11.0,12.0,1,4,0,5,0,5,0,0,0,5,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
TRXUSDT,Short1,stop_hit_proxy:short_trailing_stop,2,0.2857142857142857,8.0,8.0,2,0,0,1,0,2,2,0,0,0,2,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
UNIUSDT,Short1,short_tp1_partial_close,16,0.3404255319148936,7.375,6.5,10,6,0,16,2,16,0,0,0,16,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
UNIUSDT,Short1,stop_hit_proxy:short_trailing_stop,12,0.2553191489361702,13.25,10.0,4,7,1,4,0,12,12,0,0,0,12,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
UNIUSDT,Short1,stop_hit_proxy:short_base_stop,8,0.1702127659574468,4.875,4.5,7,1,0,0,0,0,8,0,0,0,8,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
UNIUSDT,Short1,short_tp2_close,6,0.1276595744680851,11.166666666666666,11.0,3,3,0,6,6,6,0,0,0,6,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
UNIUSDT,Short1,stop_hit_proxy:short_breakeven_floor_stop,4,0.0851063829787234,6.0,5.5,3,1,0,4,0,0,4,0,0,0,4,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
UNIUSDT,Short1,short_trend_fail_close,1,0.02127659574468085,12.0,12.0,0,1,0,0,0,1,0,1,0,1,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
XRPUSDT,Short1,short_tp1_partial_close,15,0.40540540540540543,9.733333333333333,8.0,9,6,0,15,1,15,0,0,0,15,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
XRPUSDT,Short1,stop_hit_proxy:short_trailing_stop,9,0.24324324324324326,16.11111111111111,12.0,2,5,2,4,0,9,9,0,0,0,9,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
XRPUSDT,Short1,stop_hit_proxy:short_base_stop,5,0.13513513513513514,3.2,3.0,5,0,0,0,0,0,5,0,0,0,5,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
XRPUSDT,Short1,short_tp2_close,3,0.08108108108108109,14.0,15.0,0,3,0,3,3,3,0,0,0,3,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
XRPUSDT,Short1,stop_hit_proxy:short_breakeven_floor_stop,3,0.08108108108108109,11.666666666666666,8.0,2,1,0,3,0,0,3,0,0,0,3,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
XRPUSDT,Short1,short_trend_fail_close,2,0.05405405405405406,10.5,10.5,1,1,0,0,0,1,0,2,0,2,0,Stop-hit and trailing labels are proxies unless exact_close_event_count > 0 for position.close mechanisms.
