scope,market,tag,count,winners,losers,flat,total_pnl,avg_pnl,median_pnl,win_rate,contribution_to_total_pnl_pct,worst_trade_pnl,drawdown_relevance
aggregate,ALL_4H_MARKETS,Long1,1678,1064,614,0,4863.715327414942,2.8985192654439467,7.100963760173578,63.4088200238379,84.41069930623688,-271.5925064215111,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ADAUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ATOMUSDT,Long1,49,33,16,0,127.48120677086936,2.6016572810381504,10.930398959481854,67.3469387755102,-45.100246310103806,-101.21086603106676,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ATOMUSDT,Long2,20,5,15,0,-142.02930856605903,-7.1014654283029515,-18.343956419514747,25.0,50.24706748419899,-57.4604951984899,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ATOMUSDT,Short1,61,31,30,0,-268.11378411630665,-4.3953079363328955,0.20873127612597875,50.81967213114754,94.85317882590488,-58.326809860873716,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ATOMUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,AVAXUSDT,Long1,49,33,16,0,518.3507747616814,10.578587240034313,25.141160546110775,67.3469387755102,112.34264967717064,-104.7852965057906,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,AVAXUSDT,Long2,20,6,14,0,-72.58593683451831,-3.6292968417259153,-8.92328369015128,30.0,-15.731618182761792,-44.67137500880237,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,AVAXUSDT,Short1,15,8,7,0,15.636754656972279,1.0424503104648186,0.4920682969832502,53.333333333333336,3.3889685055911376,-47.56117134065708,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,AVAXUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BCHUSDT,Long1,97,54,43,0,-129.37872464761531,-1.333801285026962,5.751897918709654,55.670103092783506,89.64965667551371,-125.10007247877121,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BCHUSDT,Long2,27,11,16,0,-6.208917171972711,-0.22995989525824856,-6.111557128631009,40.74074074074074,4.302309319481414,-28.352385696396592,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BCHUSDT,Short1,19,8,11,0,-8.728275770482536,-0.45938293528855456,-0.1318405479471852,42.10526315789473,6.048034005005064,-37.90723553265402,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BCHUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BNBUSDT,Long1,158,111,47,0,1919.3003634248364,12.147470654587572,8.942210180018694,70.25316455696202,61.8930637927521,-95.80947847224904,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BNBUSDT,Long2,50,26,24,0,1181.693909296226,23.63387818592452,0.5742993324590817,52.0,38.10693620724789,-51.638385147286776,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BNBUSDT,Short1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BNBUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BTCUSDT,Long1,171,108,63,0,341.91030523869273,1.9994754692321213,5.239999527538927,63.1578947368421,70.68450609720009,-70.08955935470698,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BTCUSDT,Long2,52,22,30,0,156.17659299853406,3.003396019202578,-2.067223414980619,42.30769230769231,32.28702139392418,-30.97863802350115,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BTCUSDT,Short1,1,0,1,0,-14.373671510392018,-14.373671510392018,-14.373671510392018,0.0,-2.97152749112424,-14.373671510392018,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,BTCUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,DOGEUSDT,Long1,54,31,23,0,-430.21292691472854,-7.966906053976454,6.268500627948396,57.407407407407405,47.52527992192533,-271.5925064215111,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,DOGEUSDT,Long2,13,3,10,0,-50.47816338083383,-3.882935644679525,-10.518947897342352,23.076923076923077,5.576282567386234,-77.37026020704967,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,DOGEUSDT,Short1,34,10,24,0,-424.53856352548536,-12.486428338984863,-13.697920752463043,29.411764705882355,46.898437510688446,-69.5365068686256,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,DOGEUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,DOTUSDT,Long1,45,21,24,0,-716.8200188545748,-15.929333752323883,-27.56151542896064,46.666666666666664,106.31241624112944,-97.01374498324398,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,DOTUSDT,Long2,10,3,7,0,-61.25695480646939,-6.125695480646939,-13.082668019283844,30.0,9.085090686300475,-36.69090947871176,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,DOTUSDT,Short1,68,41,27,0,103.81892911736624,1.526748957608327,4.143713521548255,60.29411764705882,-15.397506927429907,-59.71010322719503,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,DOTUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ETCUSDT,Long1,55,35,20,0,-15.66371226476516,-0.2847947684502756,14.886819520478323,63.63636363636363,8.115479602407861,-151.54876826358088,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ETCUSDT,Long2,19,7,12,0,-18.192086725172885,-0.9574782486933098,-6.39718631625444,36.84210526315789,9.425448210988883,-39.279144216674965,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ETCUSDT,Short1,28,14,14,0,-159.154510100331,-5.684089646440393,-0.02248719752036185,50.0,82.45907218660321,-53.031278028361115,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ETCUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ETHUSDT,Long1,156,104,52,0,789.8839937985093,5.063358934605829,6.870826154949583,66.66666666666666,54.71537717924716,-82.84749916088313,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ETHUSDT,Long2,50,26,24,0,636.9927606931464,12.739855213862928,0.11334541292885394,52.0,44.12457960335137,-26.334620093375847,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ETHUSDT,Short1,3,2,1,0,16.746655451869724,5.5822184839565745,1.4004053409023598,66.66666666666666,1.160043217401473,-18.745466303928584,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,ETHUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,FILUSDT,Long1,9,7,2,0,271.09543492576097,30.12171499175122,16.114083625005566,77.77777777777779,556.3743619526558,-33.24304500410842,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,FILUSDT,Long2,3,1,2,0,123.07623658710642,41.02541219570214,-13.703051175520523,33.33333333333333,252.59172151474115,-19.347103698077518,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,FILUSDT,Short1,65,30,35,0,-345.4463071782632,-5.31455857197328,-16.054392962034054,46.15384615384615,-708.966083467397,-54.12381670265203,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,FILUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,LINKUSDT,Long1,119,73,46,0,257.167844069109,2.161074319908479,9.689740982650006,61.34453781512605,99.66282204717596,-110.78477182650907,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,LINKUSDT,Long2,36,11,25,0,2.097349381617507,0.05825970504493075,-6.103699514711969,30.555555555555557,0.8128067447449918,-59.55865855551235,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,LINKUSDT,Short1,12,5,7,0,-1.2273025034112681,-0.10227520861760568,-5.889960765985716,41.66666666666667,-0.47562879192104807,-22.923148642875397,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,LINKUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,LTCUSDT,Long1,100,75,25,0,1009.3733834910033,10.093733834910033,19.905893435148037,75.0,137.199861951383,-85.57393285771386,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,LTCUSDT,Long2,45,25,20,0,104.23060971760732,2.316235771502385,2.1445418014239457,55.55555555555556,14.167626666462091,-32.52283720320391,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,LTCUSDT,Short1,25,6,19,0,-377.908367036132,-15.11633468144528,-17.321793425520447,24.0,-51.36748861784508,-47.4597654649827,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,LTCUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,NEARUSDT,Long1,79,49,30,0,-157.05100979208606,-1.9879874657226084,13.43134239091561,62.0253164556962,93.37339388225911,-126.85627011860299,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,NEARUSDT,Long2,24,6,18,0,-134.00440208524373,-5.583516753551822,-15.788796687549233,25.0,79.67122169049944,-47.021116973880574,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,NEARUSDT,Short1,34,21,13,0,122.85866624963799,3.613490183812882,9.173191711568073,61.76470588235294,-73.04461557275853,-41.59000032243348,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,NEARUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,SOLUSDT,Long1,109,72,37,0,760.800529498071,6.979821371541936,12.867557854608657,66.05504587155964,124.18143176694672,-131.97577303081937,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,SOLUSDT,Long2,39,18,21,0,41.083356674944476,1.0534194019216532,-2.466079806343406,46.15384615384615,6.705818221568006,-72.56855848061056,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,SOLUSDT,Short1,14,6,8,0,-189.23148019506067,-13.51653429964719,-12.460253655034293,42.857142857142854,-30.887249988514675,-97.40197723209899,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,SOLUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,TRXUSDT,Long1,180,113,67,0,-4.896534956040313,-0.027202971978001738,2.883045396793902,62.77777777777778,-3.536498859410798,-120.0720014422525,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,TRXUSDT,Long2,49,21,28,0,84.05345015602416,1.7153765337964113,-1.7224447928019684,42.857142857142854,60.707200760331816,-39.71675053637016,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,TRXUSDT,Short1,7,6,1,0,59.30021855563424,8.471459793662033,13.849960977182807,85.71428571428571,42.82929809907906,-30.42278272509749,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,TRXUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,UNIUSDT,Long1,26,13,13,0,-399.7859723638178,-15.37638355245453,-11.485184574336246,50.0,60.568290040653,-143.00759193501779,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,UNIUSDT,Long2,8,0,8,0,-166.46707850389365,-20.808384812986706,-22.23269663006033,0.0,25.220060207286306,-34.239972882116405,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,UNIUSDT,Short1,47,26,21,0,-93.80516126851417,-1.9958544950747696,2.0382734764070713,55.319148936170215,14.211649752060696,-58.08858650557687,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,UNIUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,XRPUSDT,Long1,60,32,28,0,528.8308415916562,8.813847359860937,3.0346363828786407,53.333333333333336,48.98420432692356,-114.95167915777806,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,XRPUSDT,Long2,15,6,9,0,529.5223023971292,35.30148682647528,-5.825855293271702,40.0,49.048252515333694,-23.179703639249144,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,XRPUSDT,Short1,37,21,16,0,21.241490359477282,0.5740943340399266,1.6458788806636333,56.75675675675676,1.9675431577427671,-49.19132039624836,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
market,XRPUSDT,Short2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not_directly_inferable_from_closed_trade_rows; worst_trade_pnl_provided_as_proxy
