field,field_type,executed_followthrough_avg,executed_followthrough_median,executed_adverse_avg,executed_adverse_median,executed_delta_follow_minus_adverse,starter_followthrough_avg,starter_followthrough_median,starter_adverse_avg,starter_adverse_median,starter_delta_follow_minus_adverse,executed_aggregate_direction,starter_aggregate_direction,executed_consistent_markets,executed_testable_markets,executed_consistency_share,executed_contradicting_markets,starter_consistent_markets,starter_testable_markets,starter_consistency_share,starter_contradicting_markets,works_executed_only,works_starter_only,works_both_populations,is_path_metric,both_score,min_consistency_share,abs_executed_delta,abs_starter_delta,combined_abs_delta,candidate_tier,tier_rank
blocked_by_open_trade_context,starter_context_boolean,,,,,,0.6534090909090909,1.0,0.6845637583892618,1.0,-0.031154667480170817,not_applicable,lower_in_followthrough,0,0,,,5,11,0.45454545454545453,"AAVEUSDT,DOGEUSDT,FILUSDT,LTCUSDT,UNIUSDT,XRPUSDT",False,False,False,False,0.45454545454545453,0.45454545454545453,,0.031154667480170817,0.031154667480170817,weak_or_inconsistent,3
entry_exec_bear_structure,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_exec_slope_down,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_exec_adx_pass,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_exec_atr_pass,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_exec_distance_pass,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_short_distance_cap_pass,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_short_ema20_proximity_pass,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_exec_bear_momentum,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_short_squeeze_risk,boolean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_short_squeeze_pass,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_short_pullback,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_short_resumption,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
entry_starter_short_signal,boolean,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,not_applicable,not_applicable,0,0,,,0,0,,,False,False,False,False,,,0.0,0.0,0.0,weak_or_inconsistent,3
mae_to_mfe_ratio,numeric,0.32235281499016366,0.2386363636363644,21.449477088795586,3.0478068528024744,-21.12712427380542,0.2792965805341143,0.1806126790526168,15.943165795082244,3.138931382638445,-15.66386921454813,lower_in_followthrough,lower_in_followthrough,11,11,1.0,,11,11,1.0,,False,False,True,True,1.0,1.0,21.12712427380542,15.66386921454813,36.79099348835355,path_metric_parent_validation,4
mfe_minus_mae_atr,numeric,3.9710094143750383,2.479492969901397,-3.859407605363508,-1.9900105043551617,7.830417019738546,3.940665035604322,3.276525541281246,-3.158758256316806,-2.3902605540665363,7.099423291921128,higher_in_followthrough,higher_in_followthrough,11,11,1.0,,11,11,1.0,,False,False,True,True,1.0,1.0,7.830417019738546,7.099423291921128,14.929840311659675,path_metric_parent_validation,4
fwd_24bar_mae_atr,numeric,1.0100095522237456,0.7302644556867323,5.127973840870681,3.16783918743832,-4.117964288646936,0.9718743345884007,0.7477810489838865,4.37386070609869,3.5163751617466903,-3.4019863715102896,lower_in_followthrough,lower_in_followthrough,11,11,1.0,,11,11,1.0,,False,False,True,True,1.0,1.0,4.117964288646936,3.4019863715102896,7.519950660157226,path_metric_parent_validation,4
fwd_24bar_mfe_atr,numeric,4.981018966598785,3.761563513502247,1.268566235507175,1.0269339457395952,3.71245273109161,4.9125393701927225,4.3659081201754315,1.2151024497818834,0.957073939101029,3.697436920410839,higher_in_followthrough,higher_in_followthrough,11,11,1.0,,11,11,1.0,,False,False,True,True,1.0,1.0,3.71245273109161,3.697436920410839,7.409889651502448,path_metric_parent_validation,4
fwd_24bar_short_return,numeric,0.048182684148071614,0.0335128665469779,-0.056656234834710106,-0.03958329990854975,0.10483891898278172,0.05636973556232264,0.0384496669789959,-0.04738353205872319,-0.0371675995099569,0.10375326762104584,higher_in_followthrough,higher_in_followthrough,11,11,1.0,,11,11,1.0,,False,False,True,True,1.0,1.0,0.10483891898278172,0.10375326762104584,0.20859218660382756,path_metric_parent_validation,4
