EntryTime,ExitTime,Tag,PnL,ReturnPct,entry_bar,regime_label,bull_alignment,weekly_bull,daily_bull,exec_bull_structure,exec_slope_up,entry_close,entry_ema20,entry_cont_high,entry_cont_gap_atr,entry_close_ema20_gap_atr,entry_exec_distance_atr,entry_atr_ratio,entry_adx,entry_di_spread,recent_close_below_ema20_1,recent_close_below_ema20_2,label_tight,candidate_in_tight,recent_close_below_ema20_tight,breakout_like_tight,label_center,candidate_in_center,recent_close_below_ema20_center,breakout_like_center,label_loose,candidate_in_loose,recent_close_below_ema20_loose,breakout_like_loose,candidate_consensus_count,orderly_reset,multi_bar_support_acceptance,support_to_release_sequence,group,momentum_persistence,p1_bar,e0_bar,e1_bar,e2_bar,p1_low,e0_high,e1_high,e2_high,e1_close_ema20_gap_atr,e2_close_ema20_gap_atr,e0_di_spread,e1_di_spread,e2_di_spread,e0_adx,e1_adx,e2_adx,e1_exec_distance_atr,e2_exec_distance_atr,e1_cont_high,e2_cont_high,min_low_e1e2,min_low_e1e2_vs_p1_low,second_step_printed,fast_support_held,energy_not_collapsing,sustained_continuation_lane
2020-05-03 16:00:00+00:00,2020-05-04 04:00:00+00:00,Long1,-26.32533715328247,-0.026226494363381,2855,weakening_trend,True,True,True,True,True,8872.34,8807.361753400472,9200.0,1.5267594870419312,0.3027716365964121,2.222294772527319,0.9152866658208444,39.961784324341366,8.207411853307878,False,False,excluded_weakening_state,False,False,False,excluded_weakening_state,False,False,False,excluded_weakening_state,False,False,False,0,False,False,False,other_long1,False,2854,2855,2856,2857,8712.0,8906.0,8955.0,8936.1,0.37206893452240264,0.0,8.207411853307878,9.40735740633567,3.235904149220012,39.961784324341366,38.768040873170584,36.554012155991686,2.2703185388004736,1.3933009549358764,9200.0,9200.0,8630.55,-81.45000000000073,True,True,True,True
2020-05-04 12:00:00+00:00,2020-05-10 00:00:00+00:00,Long1,-26.534307907778903,-0.0264416127938515,2860,other,True,True,True,True,True,8848.0,8787.348944057248,9200.0,1.6657105576596536,0.2870088187984305,1.830931224798594,0.9461881287998298,30.168222891393988,4.347118057772899,True,True,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,0,False,False,False,other_long1,False,2859,2860,2861,2862,8594.26,8860.0,8887.0,8950.0,0.18751151993501997,0.3631448052319267,4.347118057772899,5.065494599160079,7.082782380436292,30.168222891393988,28.89160221415407,28.04383948420952,1.7173436611406907,1.8980980102000558,9200.0,9150.23,8743.58,149.3199999999997,True,True,True,True
2020-05-18 12:00:00+00:00,2020-05-19 00:00:00+00:00,Long1,-15.618755749161608,-0.0155683075930414,2944,weakening_trend,True,True,True,True,True,9670.96,9576.837683289135,9950.0,1.214596207806227,0.4096925492651562,1.221800731950459,0.9244623893595444,16.84092527861492,2.423909816633227,False,False,excluded_weakening_state,False,False,False,excluded_weakening_state,False,False,False,excluded_weakening_state,False,False,False,0,False,False,False,other_long1,False,2943,2944,2945,2946,9464.23,9735.0,9720.0,9755.0,0.5010427301299298,0.605775022629446,2.423909816633227,1.8153300075684164,2.9053347909986442,16.84092527861492,15.957908937532304,15.333215902010132,1.3270968394739189,1.4684359631792825,9950.0,9950.0,9550.01,85.78000000000065,True,True,True,True
2020-05-30 20:00:00+00:00,2020-06-02 12:00:00+00:00,Long1,-24.66856755980353,-0.0245927150917947,3018,mature_trend,True,True,True,True,True,9697.72,9411.687954948831,9600.0,0.0,1.9192440854251884,2.735984943662697,0.9948911438362548,27.698654742144623,17.944280310448065,False,False,excluded_breakout_like,False,False,True,excluded_breakout_like,False,False,True,excluded_breakout_like,False,False,True,0,False,False,False,other_long1,False,3017,3018,3019,3020,9512.04,9740.0,9700.0,9613.65,1.0032499049145933,0.858101096808296,17.944280310448065,16.678162848118255,14.082707764887093,27.698654742144623,28.84324461650748,29.421985371807953,1.8508179122546062,1.7462437717324322,9740.0,9740.0,9516.38,4.3399999999983265,False,True,True,False
2020-06-04 12:00:00+00:00,2020-06-05 08:00:00+00:00,Long1,-14.54388663413781,-0.0145027305865367,3046,mature_trend,True,True,True,True,True,9829.39,9645.02835403614,9690.0,0.0,1.0787574138709048,1.716319515424268,0.9744663672586495,17.655943354064853,0.5759740065632464,True,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,0,False,False,False,other_long1,False,3045,3046,3047,3048,9450.0,9840.79,9881.63,9860.0,0.9192971462809177,0.6905616402179973,0.5759740065632464,2.2551962505204735,2.1280966175109874,17.655943354064853,16.704971745409843,15.82192668023019,1.5924550406714724,1.3905768322559546,9840.79,9881.63,9725.0,275.0,True,True,True,True
2020-08-10 00:00:00+00:00,2020-08-10 08:00:00+00:00,Long1,-24.065921995144347,-0.0240013002314851,3445,mature_trend,True,True,True,True,True,12009.4,11685.993404498488,11808.27,0.0,1.8143074591554875,2.8777615639775798,0.9398293068170296,17.26648825883095,8.095213471295438,False,True,excluded_breakout_like,False,False,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,0,False,False,False,other_long1,False,3444,3445,3446,3447,11623.46,12067.35,12049.5,12006.29,1.4662542488135737,0.09007776220963126,8.095213471295438,7.6758921687599155,-10.571844844099406,17.26648825883095,17.285661795128426,17.506133973401873,2.6003936933269447,1.0381103572077763,12067.35,12067.35,11450.0,-173.45999999999913,False,True,True,False
2020-08-15 20:00:00+00:00,2020-08-16 08:00:00+00:00,Long1,-9.60395747490415,-0.0095804668252842,3480,other,True,True,True,True,True,11852.4,11751.19275444855,11980.0,0.7429522148483025,0.5892801507926763,1.147438028497798,0.9249437163176552,18.59831770176521,2.3797523063665764,False,False,excluded_energy_quality,False,False,False,excluded_energy_quality,False,False,False,excluded_energy_quality,False,False,False,0,True,True,False,other_long1,False,3479,3480,3481,3482,11810.5,11977.0,11930.0,11931.72,0.940752002715483,0.4995199228194964,2.3797523063665764,2.219487392566215,2.218393228657911,18.59831770176521,17.721849969955276,16.922714429897244,1.5376304616593885,1.1269356519477292,11980.0,11980.0,11768.78,-41.719999999999345,False,True,False,False
2020-08-31 08:00:00+00:00,2020-09-01 00:00:00+00:00,Long1,-0.0665945743658986,-6.643805358988019e-05,3573,unstable_transition,True,True,True,True,True,11680.58,11575.122317930964,11726.89,0.4051826302178696,0.922686698281418,1.0132305546327662,0.904608725297862,18.214560947672343,1.905237197592271,False,False,excluded_depth_or_extension,False,False,False,excluded_depth_or_extension,False,False,False,excluded_energy_quality,False,False,False,0,False,False,False,other_long1,False,3572,3573,3574,3575,11594.06,11710.0,11800.77,11751.36,1.3016497762207635,1.080348889125079,1.905237197592271,7.3257246305851655,7.039549270077513,18.214560947672343,18.343855029740546,18.46391382023245,1.4678828649396725,1.3125243262047497,11726.89,11800.77,11661.11,67.05000000000109,True,True,True,True
2020-10-12 12:00:00+00:00,2020-10-16 04:00:00+00:00,Long1,-22.12569485733232,-0.0220737065539447,3826,mature_trend,True,True,True,True,True,11549.38,11265.406840180623,11445.0,0.0,2.0336879397612804,3.644103343503272,1.1617299815932498,34.81060406657388,9.737604642388568,False,False,excluded_breakout_like,False,False,True,excluded_breakout_like,False,False,True,excluded_breakout_like,False,False,True,0,False,False,False,other_long1,False,3825,3826,3827,3828,11172.0,11590.0,11579.64,11720.01,1.908972655681749,1.5118123919736195,9.737604642388568,9.4626267119748,15.397901740961448,34.81060406657388,33.885529350742125,33.905613488765205,3.6464035522813645,3.182220584557996,11590.0,11590.0,11477.0,305.0,True,True,True,True
2020-10-25 16:00:00+00:00,2020-10-28 12:00:00+00:00,Long1,12.75267976543458,0.0127255216927257,3905,mature_trend,True,True,True,True,True,13042.16,12916.184529858388,13350.0,1.6629692448670088,0.6805266776675052,3.0543219696012875,0.9269347174942946,60.68796047434882,16.86926699047501,False,False,excluded_depth_or_extension,False,False,False,excluded_depth_or_extension,False,False,False,excluded_depth_or_extension,False,False,False,0,True,True,True,non_mp_orderly_support_releasing_lane_sustained,False,3904,3905,3906,3907,12932.0,13046.51,13047.8,13131.96,0.5769471493631066,0.8639829414258977,16.86926699047501,16.467141347883782,18.813298162747106,60.68796047434882,59.63648914753388,59.018309650024406,3.0026719472768835,3.2629584304520427,13350.0,13350.0,12971.0,39.0,True,True,True,True
2020-10-29 12:00:00+00:00,2020-11-02 08:00:00+00:00,Long1,-3.594457725767477,-0.0035863469760623,3928,mature_trend,True,True,True,True,True,13436.95,13262.14151789483,13859.48,1.6538823151519293,0.6842417274330701,1.8438918341029011,1.1890745310788091,32.33318401010861,4.150370915140023,True,True,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,0,False,False,False,other_long1,False,3927,3928,3929,3930,13041.18,13481.56,13642.91,13549.91,0.8177955995463028,0.6241860061749241,4.150370915140023,8.38513580674266,7.532478781106054,32.33318401010861,31.42847426727083,30.4956738102889,1.9852789225367116,1.8120587635893255,13859.48,13825.0,13380.5,339.3199999999997,True,True,True,True
2020-11-03 12:00:00+00:00,2020-11-07 16:00:00+00:00,Long1,67.17598759349858,0.0670268110730701,3958,other,True,True,True,True,True,13710.38,13582.14606273803,13864.0,0.6605959263042029,0.5514309111392112,1.2723672043169718,0.971767500925295,22.85193023111081,2.6148579809654717,True,True,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,0,False,False,False,other_long1,False,3957,3958,3959,3960,13404.45,13798.0,13780.0,14066.11,0.564316789876426,1.6354957535306427,2.6148579809654713,2.531407708459138,10.84233714709439,22.85193023111081,21.630525695189952,21.729300674945655,1.3213991170908193,2.421807415915514,13830.0,13798.0,13650.0,245.54999999999927,True,True,True,True
2020-11-09 08:00:00+00:00,2020-11-10 12:00:00+00:00,Long1,-41.27661517860602,-0.0411573780928074,3993,mature_trend,True,True,True,True,True,15802.39,15213.641015213318,15650.0,0.0,1.5670282169584917,2.9624830780614198,1.0133673264552754,26.593159775400856,10.95607295642629,False,False,excluded_breakout_like,False,False,True,excluded_breakout_like,False,False,True,excluded_breakout_like,False,False,True,0,False,False,False,other_long1,False,3992,3993,3994,3995,15282.35,15840.0,15808.4,15449.84,0.0,0.35259151617825424,10.95607295642629,5.8354467279398605,2.9518640615552805,26.593159775400856,25.766918366851254,24.497652673135956,0.7286746241276087,1.479647424608963,15840.0,15840.0,14805.54,-476.8099999999995,False,True,False,False
2020-11-16 04:00:00+00:00,2020-11-22 08:00:00+00:00,Long1,100.9571160514278,0.100706913033061,4034,mature_trend,True,True,True,True,True,16235.71,15993.59032808419,16180.0,0.0,0.9060698956645014,2.0558044004918767,0.9026778798330832,16.016782757322186,3.4503630203024898,False,True,excluded_breakout_like,False,False,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,0,False,False,False,other_long1,False,4033,4034,4035,4036,15864.0,16291.99,16390.0,16469.0,0.82893108446758,1.4961406757035804,3.4503630203024898,5.889500873547478,7.667442326535745,16.016782757322186,16.047560024347813,16.436313983836005,1.9973777658424636,2.7207192487872307,16291.99,16390.0,16164.55,300.5499999999993,True,True,True,True
2020-11-24 08:00:00+00:00,2020-11-25 04:00:00+00:00,Long1,-5.730946598924628,-0.0057109948654575,4083,mature_trend,True,True,True,True,True,19064.99,18424.13366532412,18766.0,0.0,1.5581697397576153,2.816758142973628,1.0302925183726803,21.065583425771568,3.1140834441861323,False,True,excluded_breakout_like,False,False,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,0,False,False,False,other_long1,False,4082,4083,4084,4085,18018.0,19100.0,19418.97,19410.0,2.045758951884221,1.4354874677484732,3.1140834441861323,8.390862569693752,7.897529430627074,21.065583425771568,20.799913981052374,20.553220925241696,3.375875599183253,2.8197156737408804,19100.0,19418.97,18979.99,961.9900000000016,True,True,True,True
2020-12-24 20:00:00+00:00,2021-01-04 08:00:00+00:00,Long1,295.44322385821266,0.2944314966370548,4266,mature_trend,True,True,True,True,True,23729.2,23278.30408429108,24100.0,0.6326836299907636,0.7693486102986218,1.8143178929902388,0.926486729777965,17.802456970969363,0.7382181478144965,False,False,excluded_energy_quality,False,False,False,excluded_energy_quality,False,False,False,excluded_energy_quality,False,False,False,0,False,False,False,other_long1,False,4265,4266,4267,4268,23108.01,23794.43,23827.54,23681.19,0.3207499373421396,0.5816316172303543,0.7382181478144965,1.1151330153125905,1.08178063539426,17.802456970969363,16.734883017397724,15.743564346224057,1.368674542155271,1.6694943665419455,24100.0,24100.0,23433.6,325.59000000000015,True,True,True,True
2021-01-05 16:00:00+00:00,2021-01-10 16:00:00+00:00,Long1,111.20125041536568,0.1104952924156655,4337,mature_trend,True,True,True,True,True,33697.75,31792.821529894085,33600.0,0.0,1.264759834467308,2.362542441145873,1.214891595976196,24.656348510234416,3.2756080982481066,False,False,excluded_breakout_like,False,False,True,excluded_breakout_like,False,False,True,excluded_breakout_like,False,False,True,0,False,False,False,other_long1,False,4336,4337,4338,4339,31111.78,34187.09,34360.0,34170.0,1.3247129908015363,1.3401853301822702,3.2756080982481066,3.9485679351950296,3.624938576699698,24.656348510234416,23.52766607891185,22.452382498777553,2.4852106322975236,2.5710539157537964,34187.09,34360.0,33288.0,2176.220000000001,True,True,True,True
2021-02-07 04:00:00+00:00,2021-02-07 16:00:00+00:00,Long1,-26.29207210459992,-0.0260963361516781,4532,mature_trend,True,True,True,True,True,39030.0,38373.61013156686,40955.51,1.7804751872594835,0.6069487428856394,2.1942434316517185,1.023733408040869,29.94778963331732,4.839220189866939,False,False,excluded_depth_or_extension,False,False,False,excluded_energy_quality,False,False,False,momentum_persistence_candidate,True,False,False,1,False,False,False,other_long1,False,4531,4532,4533,4534,38344.0,39094.36,39700.0,39272.69,0.568423807364291,0.0,4.839220189866939,8.575056138825815,0.07662837959441404,29.94778963331732,29.19340869167348,27.119809019477728,2.1432729523033065,1.0079728579715257,40955.51,40955.51,37580.0,-764.0,True,True,True,True
2021-02-07 20:00:00+00:00,2021-02-15 00:00:00+00:00,Long1,215.0133839780532,0.2134683518968214,4536,other,True,True,True,True,True,38795.69,38398.11624146278,40955.51,1.901638638883864,0.3500484397036138,1.6494985157032676,1.067553436541894,24.02050244950852,2.7273967271850807,True,True,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,0,False,False,False,other_long1,False,4535,4536,4537,4538,37351.0,39080.0,39130.0,39391.78,0.0,0.7070013523062675,2.7273967271850807,2.8460770628526113,4.218751432952363,24.020502449508516,22.786206848145348,21.908425831290515,0.9757252001997678,1.915375251446691,40955.51,40955.51,37988.89,637.8899999999994,True,True,True,True
2021-02-15 12:00:00+00:00,2021-02-22 08:00:00+00:00,Long1,137.59656382356792,0.1363170130560133,4582,unstable_transition,True,True,True,True,True,47938.83,47504.12663196856,49707.43,1.3484466228977314,0.3314340656927895,1.910994383579457,0.9513132855034822,21.32892554156598,0.4169256609935345,False,True,excluded_energy_quality,False,False,False,excluded_reclaim_damage,False,True,False,excluded_reclaim_damage,False,True,False,0,False,False,False,other_long1,False,4581,4582,4583,4584,47112.38,48219.23,48800.0,48801.0,0.8154975100621258,0.21156728152175042,0.41692566099353456,3.6392768553752077,1.739522266295431,21.32892554156598,20.42613667106055,19.271543148701127,2.4217718459016058,1.7784828039630902,49707.43,49707.43,47643.0,530.6200000000026,True,True,True,True
2021-03-04 04:00:00+00:00,2021-03-05 00:00:00+00:00,Long1,-49.935030145905,-0.0494033512225913,4682,weakening_trend,True,True,True,True,True,49696.49,49069.56223148292,52640.0,1.84400095086352,0.3927472307782985,0.5442419872111103,0.9189677783693908,21.765754999863763,5.494167633881698,False,False,excluded_weakening_state,False,False,False,excluded_weakening_state,False,False,False,excluded_weakening_state,False,False,False,0,False,False,False,other_long1,False,4681,4682,4683,4684,49401.3,49870.0,50756.23,50569.41,0.13985533047517054,0.17417743530976587,5.494167633881698,8.81680574541087,8.114180202538753,21.765754999863763,21.754153372571277,21.74338043294254,0.2900466493991412,0.3279797881623112,52640.0,52640.0,48524.86,-876.4400000000023,True,True,True,True
2021-03-08 08:00:00+00:00,2021-03-15 08:00:00+00:00,Long1,112.04916008088166,0.1109108691398786,4707,unstable_transition,True,True,True,True,True,50496.82,49600.91436602029,51847.38,0.9818670841489996,0.6513300057074992,0.9977648298626786,0.92878352145028,16.36020144280686,3.062106417753366,False,False,excluded_depth_or_extension,False,False,False,excluded_depth_or_extension,False,False,False,excluded_energy_quality,False,False,False,0,False,False,False,other_long1,False,4706,4707,4708,4709,49521.2,50560.0,51233.0,51485.35,0.9686438052559552,1.0706233919069676,3.062106417753366,6.41905066931823,7.45343867210752,16.36020144280686,16.444813046098453,16.744806285263415,1.3657160656764686,1.5270933212173516,51847.38,51847.38,50100.01,578.810000000005,True,True,True,True
2021-03-19 08:00:00+00:00,2021-03-21 04:00:00+00:00,Long1,-32.9478863249161,-0.0325770640405375,4773,mature_trend,True,True,True,True,True,58831.33,57599.8481193426,60129.97,0.8189803276982528,0.7766274211292289,1.3225514935570812,0.9518459288129374,20.923786819620634,7.733940624193309,False,False,excluded_energy_quality,False,False,False,momentum_persistence_candidate,True,False,False,momentum_persistence_candidate,True,False,False,2,False,False,False,other_long1,False,4772,4773,4774,4775,57603.92,58888.0,59249.5,59180.0,0.7928838823317574,0.6554336359208333,7.733940624193309,8.925225191979635,8.573456152864443,20.923786819620634,21.052724490667842,21.172452328068818,1.373358407083559,1.2729575630308942,60129.97,60129.97,57950.59,346.66999999999825,True,True,True,True
2021-04-05 12:00:00+00:00,2021-04-05 20:00:00+00:00,Long1,0.9015436065732544,0.0008916873057487,4876,other,True,True,True,True,True,59018.29,58162.4927002822,58597.04,0.0,0.8584120575841896,1.1829672015470685,1.0009218194006788,21.34012944065777,0.3816689325193891,True,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,excluded_reclaim_damage,False,True,True,0,False,False,False,other_long1,False,4875,4876,4877,4878,56777.77,59272.0,59240.0,59130.0,0.7854287810105053,0.8468958923988719,0.38166893251938916,0.3639761934234258,-0.636601440706773,21.340129440657766,19.88008405152864,18.575300903008866,1.1543092766144307,1.262305255279093,59272.0,59272.0,58479.59,1701.8199999999997,False,True,False,False
2021-04-10 20:00:00+00:00,2021-04-16 04:00:00+00:00,Long1,26.813893330362596,0.0265205135159236,4908,mature_trend,True,True,True,True,True,59769.13,58785.445653127485,61500.0,1.6415673612885988,0.9329320617009984,1.4529565994684963,1.0312110487567328,20.90486766732747,3.3315027651718694,False,False,excluded_depth_or_extension,False,False,False,excluded_depth_or_extension,False,False,False,momentum_persistence_candidate,True,False,False,1,False,False,False,other_long1,False,4907,4908,4909,4910,59550.0,59842.63,60699.0,60328.0,1.264115871481733,0.6242516071900603,3.3315027651718694,8.835220890102093,6.857816549733535,20.90486766732747,20.74605025982273,20.340277081053657,1.8386702078746995,1.2176658312866038,61500.0,61500.0,59339.83,-210.16999999999825,True,True,True,True
