path,change_status,category,insertions,deletions,risk_flag,notes
research_output/ablation_by_split.csv,A,research_output,17,0,research_artifact,Saved research/audit output.
research_output/ablation_full_sample.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/ablation_summary.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/bnbusdt_unseen_market_frozen_explanation_validation_round1.dataset_quality_summary.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/bnbusdt_unseen_market_frozen_explanation_validation_round1.group_comparison_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/bnbusdt_unseen_market_frozen_explanation_validation_round1.group_distribution_summary.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/bnbusdt_unseen_market_frozen_explanation_validation_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/bnbusdt_unseen_market_frozen_explanation_validation_round1.trade_labels_all.csv,A,research_output,81,0,research_artifact,Saved research/audit output.
research_output/btc_4h_after_fix.equity.csv,A,research_output,15876,0,research_artifact,Saved research/audit output.
research_output/btc_4h_after_fix.equity.png,A,research_output,-,-,generated_or_binary_artifact,Generated/binary research artifact; review whether it belongs in PR.
research_output/btc_4h_after_fix.trades.csv,A,research_output,90,0,research_artifact,Saved research/audit output.
research_output/btc_4h_run.equity.csv,A,research_output,15876,0,research_artifact,Saved research/audit output.
research_output/btc_4h_run.equity.png,A,research_output,-,-,generated_or_binary_artifact,Generated/binary research artifact; review whether it belongs in PR.
research_output/btc_4h_run.trades.csv,A,research_output,83,0,research_artifact,Saved research/audit output.
research_output/candidate_validation_by_split.csv,A,research_output,41,0,research_artifact,Saved research/audit output.
research_output/candidate_validation_full_sample.csv,A,research_output,11,0,research_artifact,Saved research/audit output.
research_output/candidate_validation_survivors.csv,A,research_output,1,0,research_artifact,Saved research/audit output.
research_output/cross_market_unseen_validation_synthesis_round1.core_transfer_assessment.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/cross_market_unseen_validation_synthesis_round1.cross_market_ledger.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/cross_market_unseen_validation_synthesis_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/cross_market_unseen_validation_synthesis_round1.stop_marker.md,A,research_output,35,0,research_artifact,Saved research/audit output.
research_output/cross_market_unseen_validation_synthesis_round1.supporting_note_parked_hint_assessment.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/ethusdt_unseen_market_frozen_explanation_validation_round1.dataset_quality_summary.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/ethusdt_unseen_market_frozen_explanation_validation_round1.group_comparison_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/ethusdt_unseen_market_frozen_explanation_validation_round1.group_distribution_summary.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/ethusdt_unseen_market_frozen_explanation_validation_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/ethusdt_unseen_market_frozen_explanation_validation_round1.trade_labels_all.csv,A,research_output,85,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_adx_summary.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_adx_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_atr_ratio_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_cumulative_pnl.png,A,research_output,-,-,generated_or_binary_artifact,Generated/binary research artifact; review whether it belongs in PR.
research_output/failure_2025_2026_after_fix_daily_state_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_direction_pnl.png,A,research_output,-,-,generated_or_binary_artifact,Generated/binary research artifact; review whether it belongs in PR.
research_output/failure_2025_2026_after_fix_direction_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_distance_summary.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_metrics.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_month_summary.csv,A,research_output,8,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_monthly_pnl.png,A,research_output,-,-,generated_or_binary_artifact,Generated/binary research artifact; review whether it belongs in PR.
research_output/failure_2025_2026_after_fix_stop_overshoot_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_tag_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_trade_type_pnl.png,A,research_output,-,-,generated_or_binary_artifact,Generated/binary research artifact; review whether it belongs in PR.
research_output/failure_2025_2026_after_fix_trade_type_summary.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_trades_enriched.csv,A,research_output,8,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_after_fix_weekly_bias_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_atr_ratio_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_cumulative_pnl.png,A,research_output,-,-,generated_or_binary_artifact,Generated/binary research artifact; review whether it belongs in PR.
research_output/failure_2025_2026_daily_state_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_direction_pnl.png,A,research_output,-,-,generated_or_binary_artifact,Generated/binary research artifact; review whether it belongs in PR.
research_output/failure_2025_2026_direction_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_distance_summary.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_metrics.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_month_summary.csv,A,research_output,8,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_monthly_pnl.png,A,research_output,-,-,generated_or_binary_artifact,Generated/binary research artifact; review whether it belongs in PR.
research_output/failure_2025_2026_stop_overshoot_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_tag_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_trade_type_pnl.png,A,research_output,-,-,generated_or_binary_artifact,Generated/binary research artifact; review whether it belongs in PR.
research_output/failure_2025_2026_trade_type_summary.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_trades_enriched.csv,A,research_output,9,0,research_artifact,Saved research/audit output.
research_output/failure_2025_2026_weekly_bias_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_nearby_family_stability_round1.group_comparison_summary.csv,A,research_output,19,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_nearby_family_stability_round1.group_distribution_summary.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_nearby_family_stability_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_nearby_family_stability_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_precursor_floor_round1.group_comparison_summary.csv,A,research_output,15,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_precursor_floor_round1.group_distribution_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_precursor_floor_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_precursor_floor_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_timing_audit_round1.group_comparison_summary.csv,A,research_output,46,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_timing_audit_round1.group_distribution_summary.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_timing_audit_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_atr_ratio_timing_audit_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_broader_release_parent_compound_failure_round1.group_comparison_summary.csv,A,research_output,15,0,research_artifact,Saved research/audit output.
research_output/long1_broader_release_parent_compound_failure_round1.group_distribution_summary.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/long1_broader_release_parent_compound_failure_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_broader_release_parent_compound_failure_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_carried_forward_explanation_freeze_round1.group_comparison_summary.csv,A,research_output,7,0,research_artifact,Saved research/audit output.
research_output/long1_carried_forward_explanation_freeze_round1.group_distribution_summary.csv,A,research_output,9,0,research_artifact,Saved research/audit output.
research_output/long1_carried_forward_explanation_freeze_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round1.archetype_concentration_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round1.archetype_distribution_all_losers.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round1.archetype_distribution_all_trades.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round1.archetype_distribution_historical_winners.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round1.trade_labels_2025_2026.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round2.archetype_concentration_summary.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round2.archetype_distribution_all_losers.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round2.archetype_distribution_all_trades.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round2.archetype_distribution_historical_winners.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round2.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round2.trade_labels_2025_2026.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_continuation_archetypes_round2.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_current_explanation_closure_round1.group_comparison_summary.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/long1_current_explanation_closure_round1.group_distribution_summary.csv,A,research_output,7,0,research_artifact,Saved research/audit output.
research_output/long1_current_explanation_closure_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_current_explanation_closure_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_current_explanation_replication_round1.group_comparison_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_current_explanation_replication_round1.group_distribution_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_current_explanation_replication_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_current_explanation_replication_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_directional_preparation_decomposition_round1.group_comparison_summary.csv,A,research_output,25,0,research_artifact,Saved research/audit output.
research_output/long1_directional_preparation_decomposition_round1.group_distribution_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_directional_preparation_decomposition_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_directional_preparation_decomposition_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_example_validation_audit_round1.group_comparison_summary.csv,A,research_output,7,0,research_artifact,Saved research/audit output.
research_output/long1_example_validation_audit_round1.group_distribution_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/long1_example_validation_audit_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_example_validation_audit_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_final_research_handoff_round1.handoff_note.md,A,research_output,58,0,research_artifact,Saved research/audit output.
research_output/long1_final_research_handoff_round1.summary.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_fresh_sponsorship_round1.group_distribution_summary.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/long1_fresh_sponsorship_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_fresh_sponsorship_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_holdout_validation_round1.group_comparison_summary.csv,A,research_output,7,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_holdout_validation_round1.group_distribution_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_holdout_validation_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_holdout_validation_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_orderly_parent_validation_round1.group_comparison_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_orderly_parent_validation_round1.group_distribution_summary.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_orderly_parent_validation_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_orderly_parent_validation_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_time_validation_round1.group_comparison_summary.csv,A,research_output,10,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_time_validation_round1.group_distribution_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_time_validation_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_explanation_time_validation_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_validation_baseline_note_round1.group_comparison_summary.csv,A,research_output,9,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_validation_baseline_note_round1.group_distribution_summary.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/long1_frozen_validation_baseline_note_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.aggregate_basket_composition_summary.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.core_recurrence_assessment.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.dataset_basket_confirmation.csv,A,research_output,11,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.market_metrics_summary.csv,A,research_output,11,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.per_market_composition_summary.csv,A,research_output,51,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.stop_marker.md,A,research_output,38,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.supporting_note_parked_hint_assessment.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_frozen_explanation_validation_round1.trade_labels_all.csv,A,research_output,435,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_material_inventory_round1.dataset_quality_table.csv,A,research_output,16,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_material_inventory_round1.failed_or_invalid_candidates.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_material_inventory_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_larger_market_basket_material_inventory_round1.usable_market_basket_ranking.csv,A,research_output,16,0,research_artifact,Saved research/audit output.
research_output/long1_momentum_candidate_profiles_round1.candidate_stability_summary.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_momentum_candidate_profiles_round1.exclusion_reason_summary.csv,A,research_output,22,0,research_artifact,Saved research/audit output.
research_output/long1_momentum_candidate_profiles_round1.profile_distribution_summary.csv,A,research_output,16,0,research_artifact,Saved research/audit output.
research_output/long1_momentum_candidate_profiles_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_momentum_candidate_profiles_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_momentum_candidate_round1.label_distribution_summary.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_momentum_candidate_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_momentum_candidate_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_nonintact_asymmetry_crosspattern_round1.group_comparison_summary.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_nonintact_asymmetry_crosspattern_round1.group_distribution_summary.csv,A,research_output,7,0,research_artifact,Saved research/audit output.
research_output/long1_nonintact_asymmetry_crosspattern_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_nonintact_asymmetry_crosspattern_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_nonintact_earliest_divergence_round1.group_comparison_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/long1_nonintact_earliest_divergence_round1.group_distribution_summary.csv,A,research_output,4,0,research_artifact,Saved research/audit output.
research_output/long1_nonintact_earliest_divergence_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_nonintact_earliest_divergence_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_acceptance_persistence_validation_round1.group_comparison_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_acceptance_persistence_validation_round1.group_distribution_summary.csv,A,research_output,8,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_acceptance_persistence_validation_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_acceptance_persistence_validation_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_intact_not_accepted_missing_layer_round1.group_comparison_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_intact_not_accepted_missing_layer_round1.group_distribution_summary.csv,A,research_output,7,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_intact_not_accepted_missing_layer_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_intact_not_accepted_missing_layer_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_late_slice_mode_audit_round1.group_comparison_summary.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_late_slice_mode_audit_round1.group_distribution_summary.csv,A,research_output,9,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_late_slice_mode_audit_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_late_slice_mode_audit_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_loose_missing_good_support_residence_round1.group_comparison_summary.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_loose_missing_good_support_residence_round1.group_distribution_summary.csv,A,research_output,8,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_loose_missing_good_support_residence_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_loose_missing_good_support_residence_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_parent_underprepared_round1.group_comparison_summary.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_parent_underprepared_round1.group_distribution_summary.csv,A,research_output,7,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_parent_underprepared_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_parent_underprepared_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_accepted_core_alignment_round1.group_comparison_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_accepted_core_alignment_round1.group_distribution_summary.csv,A,research_output,6,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_accepted_core_alignment_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_accepted_core_alignment_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_positive_relocation_round1.group_comparison_summary.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_positive_relocation_round1.group_distribution_summary.csv,A,research_output,8,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_positive_relocation_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_positive_relocation_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_scope_audit_round1.group_comparison_summary.csv,A,research_output,5,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_scope_audit_round1.group_distribution_summary.csv,A,research_output,9,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_scope_audit_round1.recommendation.csv,A,research_output,2,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_post2022_scope_audit_round1.trade_labels_all.csv,A,research_output,91,0,research_artifact,Saved research/audit output.
research_output/long1_orderly_reset_pre_acceptance_gate_round1.group_comparison_summary.csv,A,research_output,3,0,research_artifact,Saved research/audit output.
