symbol,population,count,losers,winners,avg_pnl,entry_exec_distance_atr_avg,entry_exec_distance_atr_median,entry_short_ema20_gap_atr_avg,entry_short_ema20_gap_atr_median,entry_atr_ratio_avg,entry_atr_ratio_median,entry_adx_avg,entry_adx_median,entry_plus_di_avg,entry_plus_di_median,entry_minus_di_avg,entry_minus_di_median,entry_di_spread_avg,entry_di_spread_median,fwd_24bar_short_return_avg,fwd_24bar_short_return_median,fwd_24bar_mfe_atr_avg,fwd_24bar_mfe_atr_median,fwd_24bar_mae_atr_avg,fwd_24bar_mae_atr_median,executed_count,blocked_count
LTCUSDT,starter_short_adverse,25,,,,1.1827576046332633,1.15431678496516,0.37982495173559605,0.3530421030643403,1.0464284365050516,1.021438896321214,27.67819332122501,26.982302469588372,16.4778303435945,16.297483698036356,24.3950256310794,24.22822970473501,-7.917195287484898,-7.615312804918339,-0.040159499212165196,-0.0382189948404357,1.0290482681078785,0.8355431122629766,3.578050926990407,2.7887615119767633,9.0,16.0
DOGEUSDT,executed_short1_followthrough,3,1.0,2.0,7.542023648915385,1.06803104754686,0.9872125179795396,0.46436955868843904,0.5101953493345212,0.9751662137300537,0.9655107926035366,23.96430114747385,26.668218457558233,14.896943291388226,14.442663137949223,22.062638331644816,20.425427604822605,-7.16569504025659,-6.229487420474474,0.03773442302129811,0.028912633563796374,4.746264979778002,1.9422611552853284,1.7338595694064296,1.3559181650105103,,
DOGEUSDT,executed_short1_adverse,8,6.0,2.0,-66.18967961591568,1.098325074992942,1.3456838670091429,0.4067356103189383,0.4139210212701035,0.9957777898919089,1.0132681418413414,24.405461521676653,19.65518446804436,15.866625143926019,16.147663123689544,21.829850024804813,21.851200645648042,-5.963224880878798,-5.749243577725149,-0.07015211331227228,-0.06587120623722062,0.5790186064491456,0.316634614587655,8.95298950419344,9.257398201377004,,
DOGEUSDT,starter_short_followthrough,18,,,,0.9965158369749463,1.0088039771012596,0.5157862104866817,0.5321386493515332,1.0343585727134674,0.9607640511645139,21.65453494546628,19.120666478394583,15.175329857856699,14.618892719273525,22.89644105888316,20.71536705977881,-7.72111120102646,-6.279297378684496,0.041984488411688475,0.027818122761153856,4.596973875615206,2.712258855034424,1.3204383529139099,1.3403045574746315,3.0,15.0
DOGEUSDT,starter_short_adverse,38,,,,1.1074463744607954,1.0994316091330294,0.45549442477279345,0.4737871371301866,1.0142639528677684,1.0011010609746702,26.96784133493872,25.047114766998924,15.82780131580622,16.15499946281651,21.51420965426478,21.706727266336546,-5.686408338458561,-5.514341949956328,-0.03154789931101688,-0.01526448904965203,1.0369081008803562,0.9100907521848267,4.639059442785803,3.0834160295124673,8.0,30.0
NEARUSDT,executed_short1_followthrough,7,3.0,4.0,64.07040337972403,1.191204871782723,1.2171834346076527,0.417158496076296,0.3888556665220594,0.9645644828926122,0.9640335260665783,25.462611234405507,26.772753564207612,16.8134031082893,16.381652638967477,23.665706112539063,23.702354364717294,-6.852303004249762,-6.0676162909278695,0.0508547369013731,0.024426350851221256,4.06859750722001,2.4989871792530605,1.1764473127977542,0.9273916228885175,,
NEARUSDT,executed_short1_adverse,4,4.0,0.0,-100.8426570648366,1.4536765915775156,1.46369271955356,0.3911719767348034,0.4117905808536727,0.9816270678601182,0.9868808731515037,26.03294839677598,22.183996008068952,19.103126617854656,19.068802577876728,22.49156111812326,22.377158749326078,-3.388434500268605,-3.1659646929618157,-0.02128748020226861,-0.023478842189298216,1.131588961810389,1.1854287553994018,2.6068399679296324,2.588256840894627,,
NEARUSDT,starter_short_followthrough,15,,,,1.265208983973094,1.2987998997436159,0.4370391060703388,0.3888556665220594,0.9623633581802975,0.9640335260665783,24.62210920745864,23.232587304744452,17.047045981231157,16.381652638967477,23.173617413768614,23.041413875598504,-6.126571432537463,-4.976685500449623,0.0735629734576724,0.06481481481481487,5.460047423142927,5.195158900131333,0.8934345578112478,0.778464064721631,7.0,8.0
NEARUSDT,starter_short_adverse,13,,,,1.1363034870012596,1.2120661289986894,0.4539047062939815,0.5148655871421335,0.9780759872793785,0.9578750173345002,24.173779941375212,21.549733269327174,18.972909985528524,18.73621539800278,21.942209024246885,22.017550113342168,-2.969299038718358,-2.3683526834733932,-0.04444068557385725,-0.026627218934911157,1.0190023119949998,0.8831948970178242,4.23191825352987,3.871469905922732,4.0,9.0
ETCUSDT,executed_short1_followthrough,4,1.0,3.0,56.42936313249949,1.0986372073820823,1.092251772952685,0.6080396308828875,0.6418574451661074,0.9736728010244762,0.9653132223276253,21.534535254703098,20.639051347248646,17.942401545845076,18.060432943979297,25.222336637460778,26.692820277763186,-7.279935091615696,-8.868450130052329,0.02205565610589258,0.018441826531916027,2.362148472682125,2.1553398344764942,0.5742606524108134,0.5792142170484493,,
ETCUSDT,executed_short1_adverse,6,5.0,1.0,-71.36887144847974,1.2474860963663559,1.2053968273355933,0.46344951246465044,0.496790422110743,1.0188286483208422,1.0276775384899777,25.620539812300922,24.743867071033687,18.509809040096734,18.378109081838666,24.530074320955645,24.695084221844525,-6.020265280858912,-5.369699783113585,-0.06444462651395269,-0.02946214336595062,0.8415184655503857,0.5606577770781297,5.845419718758756,4.401443398270308,,
ETCUSDT,starter_short_followthrough,11,,,,1.0781168507870689,1.1162804440170782,0.46204094094778725,0.4577378003945409,1.0142205881710906,0.9911498363397414,21.692577412360485,19.912159987641413,17.44518547036027,16.298264816813685,24.44135597168305,25.167019374957558,-6.996170501322779,-7.380988860186072,0.02662369160054483,0.02444794952681392,3.8548677188981486,4.256719351217318,0.7107836334389698,0.5022922720122651,4.0,7.0
ETCUSDT,starter_short_adverse,18,,,,1.0451183138704707,1.1292169408726045,0.37123854557624036,0.424302247957776,1.0322293397946056,0.9989878911552196,24.60070577051609,22.327664927741235,17.039319513971254,17.1977970448034,22.619303451440814,23.34927273306599,-5.579983937469557,-4.670721278689305,-0.04621760135083985,-0.04064138031450205,1.0445862923360263,0.5981252986450335,4.953002113658348,4.155582063643549,6.0,12.0
AAVEUSDT,executed_short1_followthrough,2,2.0,0.0,-67.76858094342637,0.964293447893221,0.964293447893221,0.4689325409379703,0.4689325409379703,0.9662702458983741,0.9662702458983741,23.65476735831127,23.65476735831127,16.274922446330244,16.274922446330244,20.091908397915972,20.091908397915972,-3.8169859515857274,-3.8169859515857274,0.05771619584635999,0.05771619584635999,5.814964466928096,5.814964466928096,1.2158930705710114,1.2158930705710114,,
AAVEUSDT,executed_short1_adverse,8,7.0,1.0,-113.9300627180158,1.3517290749048225,1.4516735663772038,0.3595381629810797,0.35855091200146716,0.9963435584701462,0.9373358840671759,30.083276764459395,25.114723568210376,17.93640212414583,17.714144812481983,24.624228600743407,24.642622630204343,-6.687826476597582,-4.665874400608414,-0.06802463027420849,-0.05740658302981252,1.5722811498524742,1.2076205168557168,3.998194464127306,4.196285564124469,,
AAVEUSDT,starter_short_followthrough,7,,,,1.153124743704525,1.15135133100435,0.44404755969149706,0.40451171227459476,0.9708758685267348,0.9570937051454614,23.51687779518679,24.450451286629914,16.650925424840484,16.723349955997577,22.78953053031096,21.066301400901654,-6.138605105470471,-6.572573982068635,0.034297477733776616,0.029874213836477963,4.645168142023957,4.87501707229793,0.8267056166620828,0.7302644556867323,2.0,5.0
AAVEUSDT,starter_short_adverse,15,,,,1.3463720606256333,1.3693204997101265,0.37104698726467983,0.35484589729374827,1.0250037549124345,0.9535081983222604,30.282983347689658,26.157187880007253,18.004167879859814,17.780017345047405,24.4360206398765,24.08334055853281,-6.4318527600166835,-5.086137567972411,-0.07745547738318363,-0.06523809523809529,1.178148510711084,0.8507287352024272,5.092766638817898,4.442694506057094,8.0,7.0
