state,market,total_trades,Long1,Long2,Short1,Short2,net_profit,profit_factor,max_drawdown_pct,win_rate,avg_trade,avg_duration_bars,source,notes
B_post_option_a_atr_distance_patch,LTCUSDT,171,102,44,25,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
A_original_pre_unit_fix_baseline,NEARUSDT,53,42,0,11,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
B_post_option_a_atr_distance_patch,NEARUSDT,136,79,23,34,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
A_original_pre_unit_fix_baseline,SOLUSDT,58,52,0,6,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
B_post_option_a_atr_distance_patch,SOLUSDT,164,111,39,14,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
A_original_pre_unit_fix_baseline,TRXUSDT,87,84,0,3,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
B_post_option_a_atr_distance_patch,TRXUSDT,230,176,47,7,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
A_original_pre_unit_fix_baseline,UNIUSDT,32,16,0,16,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
B_post_option_a_atr_distance_patch,UNIUSDT,79,25,7,47,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
A_original_pre_unit_fix_baseline,XRPUSDT,50,37,0,13,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
B_post_option_a_atr_distance_patch,XRPUSDT,105,57,11,37,0,,,,,,,long2_option_a_side_effect_audit_round1.before_after_trade_counts.csv,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,AGGREGATE,2730,1678,528,524,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,AAVEUSDT,144,92,30,22,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,ADAUSDT,120,70,18,32,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,ATOMUSDT,130,49,20,61,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,AVAXUSDT,84,49,20,15,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,BCHUSDT,143,97,27,19,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,BNBUSDT,208,158,50,0,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,BTCUSDT,224,171,52,1,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,DOGEUSDT,101,54,13,34,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,DOTUSDT,123,45,10,68,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,ETCUSDT,102,55,19,28,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,ETHUSDT,209,156,50,3,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,FILUSDT,77,9,3,65,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,LINKUSDT,167,119,36,12,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,LTCUSDT,170,100,45,25,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,NEARUSDT,137,79,24,34,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,SOLUSDT,162,109,39,14,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,TRXUSDT,236,180,49,7,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,UNIUSDT,81,26,8,47,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_post_trend_fail_patch_current_source,XRPUSDT,112,60,15,37,0,,,,,,,current source instrumented FractionalBacktest validation run,prior counts reused; PnL/performance not recoverable from compact count summary
C_final_unit_fixed_current_rerun,ALL_4H_MARKETS,2730,1678,528,524,0,5761.965446784985,1.1524025788548606,0.20397626781610828,56.556776556776555,2.110610053767394,8.083516483516483,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,AAVEUSDT,144,92,30,22,0,29.899779184386716,1.0120627794645924,0.5607924874790227,56.94444444444444,0.20763735544696912,7.784722222222222,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,ADAUSDT,120,70,18,32,0,396.90087880936335,1.1890481565748272,0.4253622593527906,55.00000000000001,3.307507323410918,8.175,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,ATOMUSDT,130,49,20,61,0,-282.6618859115115,0.8751662722416317,0.5628810040612775,53.07692307692308,-2.1743221993192012,7.315384615384615,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,AVAXUSDT,84,49,20,15,0,461.4015925840795,1.3346556152384035,0.5102316163740794,55.952380952380956,5.492876102192087,7.880952380952381,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,BCHUSDT,143,97,27,19,0,-144.31591759015282,0.9322755079740244,0.9877652968014239,51.048951048951054,-1.0092022209095823,7.825174825174825,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,BNBUSDT,208,158,50,0,0,3100.9942727210437,2.582517911018661,0.3506516694662509,65.86538461538461,14.908626311158956,9.177884615384615,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,BTCUSDT,224,171,52,1,0,483.71322672697715,1.2695436710520824,0.2580082344604162,58.03571428571429,2.159434047887655,8.825892857142858,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,DOGEUSDT,101,54,13,34,0,-905.2296538211231,0.5579522416969256,0.9099911572469033,43.56435643564357,-8.962669839812353,8.475247524752476,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,DOTUSDT,123,45,10,68,0,-674.2580445437779,0.6851838202272492,0.9896562891970051,52.84552845528455,-5.4817727198673,8.398373983739837,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,ETCUSDT,102,55,19,28,0,-193.01030909022666,0.8817011646184009,0.6791329597549356,54.90196078431373,-1.8922579322575406,7.6568627450980395,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,ETHUSDT,209,156,50,3,0,1443.6234099433932,1.7817823455548247,0.2709736073455593,63.1578947368421,6.907289042791987,9.334928229665072,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,FILUSDT,77,9,3,65,0,48.72536433466303,1.0416035989900594,0.6563924852157399,49.35064935064935,0.632796939410444,8.25974025974026,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,LINKUSDT,167,119,36,12,0,258.0378909472638,1.0933132448640681,0.5400775072779029,53.293413173652695,1.5451370715408113,7.083832335329341,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,LTCUSDT,170,100,45,25,0,735.6956261724408,1.4179513808601234,0.4523647321878044,62.35294117647059,4.327621330426345,7.241176470588235,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,NEARUSDT,137,79,24,34,0,-168.19674562763248,0.9386811398649018,1.2623407156588051,55.47445255474452,-1.2277134717349765,6.875912408759124,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,SOLUSDT,162,109,39,14,0,612.6524059779476,1.257209230660952,0.5447265472001472,59.25925925925925,3.781804975172559,7.7592592592592595,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,TRXUSDT,236,180,49,7,0,138.4571337555244,1.06176895912716,0.6306956109309314,59.32203389830508,0.5866827701509236,7.733050847457627,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,UNIUSDT,81,26,8,47,0,-660.0582121362968,0.5527010945050248,0.8651720863120382,48.148148148148145,-8.148866816496612,8.123456790123457,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
C_final_unit_fixed_current_rerun,XRPUSDT,112,60,15,37,0,1079.594634348221,1.722222109237314,0.7242211982293134,52.67857142857143,9.639237806680914,8.883928571428571,current source rerun on local *_4h.csv files,post-fix performance audit; no performance claim beyond research triage
